"SP","EN","Tag","Count","History"
"La nuez","The walnut","ch05;words;food",0,NA
"El pistacho","The pistachio","ch05;words;food",1,NA
"El guisado","The stew","ch05;words;food",1,NA
"La hamburguesa","The hamburger","ch05;words;food",1,NA
"La hamburguesa con queso","The cheeseburger","ch05;words;food",0,NA
"El huevo","The egg","ch05;words;food",0,NA
"El jamón","The ham","ch05;words;food",0,NA
"La mayonesa","The mayonnaise","ch05;words;food",0,NA
"La mostaza","The mustard","ch05;words;food",1,NA
"El pan","The bread","ch05;words;food",0,NA
"El pan tostado","The toast","ch05;words;food",0,NA
"La papa","The potato","ch05;words;food",0,NA
"Las papas al horno","The baked potatoes","ch05;words;food",0,NA
"Las papas fritas","The french fries","ch05;words;food",0,NA
"El pescado","The fish","ch05;words;food",1,NA
"El pollo","The chicken","ch05;words;food",0,NA
"El puerco","The pork","ch05;words;food",0,NA
"El queso","The cheese","ch05;words;food",0,NA
"La sal y la pimienta","Salt and pepper","ch05;words;food",1,NA
"El sándwich","The sandwich","ch05;words;food",1,NA
"La torta","The sandwich","ch05;words;food",1,NA
"El sándwich de jamón","The ham sandwich","ch05;words;food",1,NA
"La sopa","The soup","ch05;words;food",0,NA
"La sopa de pollo","The chicken soup","ch05;words;food",0,NA
"La sopa de tomate","The tomato soup","ch05;words;food",0,NA
"La sopa de verduras","The vegetable soup","ch05;words;food",0,NA
"Las verduras","The vegetables","ch05;words;food",0,NA
"Los vegetales","The vegetables","ch05;words;food",2,NA
"El ajo","The garlic","ch05;words;food",0,NA
"El apio","Celery","ch05;words;food",0,NA
"La berenjena","The eggplant","ch05;words;food",0,NA
"El brócoli","The broccoli","ch05;words;food",3,NA
"El brécol","The broccoli","ch05;words;food",1,NA
"La calabacín","The zuccini","ch05;words;food",1,NA
"La cebolla","The onion","ch05;words;food",1,NA
"Los chícharos","The peas","ch05;words;food",0,NA
"Los guisantees","The peas","ch05;words;food",0,NA
"El chile","Chili pepper","ch05;words;food",2,NA
"La col","The cabbage","ch05;words;food",1,NA
"El repollo","The cabbage","ch05;words;food",0,NA
"La col rizada","The kale","ch05;words;food",0,NA
"La coliflor","The cauliflower","ch05;words;food",0,NA
"Las espárragos","The asparagus","ch05;words;food",0,NA
"Las espinacas","The spinach","ch05;words;food",1,NA
"Las habichuelas verder","The green beans","ch05;words;food",1,NA
"La lechuga","The lettuce","ch05;words;food",1,NA
"El pepinillo","The pickle","ch05;words;food",0,NA
"El pepino","The cucumber","ch05;words;food",0,NA
"El pimiento","The bell pepper","ch05;words;food",0,NA
"Los repollitos de Bruselas","The brussels sprouts","ch05;words;food",0,NA
"El maíz","The corn","ch05;words;food",0,NA
"La zanahoria","The carrot","ch05;words;food",1,NA
"El yogur(t)","The yogurt","ch05;words;food",0,NA
"El aqua","The water","ch05;words;food",2,NA
"El café","The coffee","ch05;words;food",2,NA
"El jugo de naranja","The orange juice","ch05;words;food",0,NA
"El jugo de manzana","The apple juice","ch05;words;food",0,NA
"La leche","The milk","ch05;words;food",0,NA
"El licuado","The smoothie","ch05;words;food",0,NA
"La limonada","The lemonade","ch05;words;food",0,NA
"El refresco/la gaseosa","The soft drink","ch05;words;food",1,NA
"El té","The tea","ch05;words;food",0,NA
"El té helado","The ice tea","ch05;words;food",0,NA
"buen@ para la salud","Good for the health","ch05;words;food",0,NA
"Mal@ para la salud","Bad for the health","ch05;words;food",0,NA
"Delecios@","Delicious","ch05;words;food",0,NA
"Sabros@","Delicious","ch05;words;food",0,NA
"Asqueros@","Disgusting","ch05;words;food",2,NA
"Auténtic@","Authentic","ch05;words;food",1,NA
"Creo que sí","I believe so","ch05;words;food",0,NA
"Creo que no","I don't think so","ch05;words;food",0,NA
"!Qué asco!","How disgusting!","ch05;words;food",2,NA
"!Quácala!","Yuck!","ch05;words;food",0,NA
"De vez en cuando","From time to time","ch05;words;food",3,NA
"Algo ","Something","ch05;words;food",1,NA
"Nada","Nothing","ch05;words;food",1,NA
"Algun(@)","Some","ch05;words;food",0,NA
"Ningun(@)","None","ch05;words;food",0,NA
"La experiencia","The experience","ch05;words;food",0,NA
"Los dos","Both","ch05;words;food",0,NA
"Tener hambre","To be (have) hungry","ch05;words;food",0,NA
"Tener sed","To be (have) thirsty","ch05;words;food",1,NA
"La familia","The family","ch06;family",0,NA
"Los abuelos","The grand parents","ch06;family",0,NA
"El abuelo","The grandpa","ch06;family",0,NA
"La abuala","The grandma","ch06;family",0,NA
"Los hermanos","The siblings","ch06;family",0,NA
"El hermano","The brother","ch06;family",0,NA
"La hermana","The sister","ch06;family",0,NA
"Los hijos","The children","ch06;family",0,NA
"El hijo","The son","ch06;family",0,NA
"La hija","The daughter","ch06;family",0,NA
"Los nietos","The grand children","ch06;family",0,NA
"El nieto","The grandson","ch06;family",0,NA
"La nieta","The granddaughter","ch06;family",2,NA
"Los padres","The parents","ch06;family",0,NA
"El padre","The father","ch06;family",0,NA
"La madre","The mother","ch06;family",0,NA
"Los primos","The cousins","ch06;family",0,NA
"El primo","The cousin (m)","ch06;family",0,NA
"La prima","The cousin (f)","ch06;family",0,NA
"Los tíos","The aunts and uncles","ch06;family",0,NA
"El tío","The uncle","ch06;family",0,NA
"La tía","The aunt","ch06;family",0,NA
"El/la hij@ únic@","The only child","ch06;family",0,NA
"Los gemelos/Las gemelas","The twins","ch06;family",0,NA
"Alt@","Tall","ch06",0,NA
"Antipátic@","Mean","ch06",0,NA
"Baj@","Short","ch06",0,NA
"Bonit@","Pretty","ch06",0,NA
"Cariños@","Affectionate","ch06",1,NA
"Delgad@","Thin","ch06",1,NA
"Fe@","Ugly","ch06",0,NA
"Gord@","Fat","ch06",0,NA
"Grande","Big/large","ch06",0,NA
"Guap@","Good looking","ch06",0,NA
"Inteligente","Smart","ch06",0,NA
"Joven","Young","ch06",0,NA
"Mayor/mayores","Older/greater","ch06",0,NA
"Menor/menores","Younger/lesser","ch06",0,NA
"Pequeñ@","Small","ch06",1,NA
"Simpátic@","Nice","ch06",1,NA
"Viej@","Old","ch06",0,NA
"El pelo","The hair","ch06;hair",1,NA
"Canoso","Grey","ch06;hair;color",0,NA
"Castaño","Brown","ch06;hair;color",1,NA
"Corto","Short","ch06;hair",0,NA
"Rizado","Curly","ch06;hair",0,NA
"Negro","Black","ch06;hair;color",1,NA
"Rubio","Blond","ch06;hair;color",0,NA
"Largo","Long","ch06;hair",0,NA
"Liso","Straight","ch06;hair",0,NA
"Pelirroj@","Redhead","ch06;body;eyes",0,NA
"Los ojos","The eyes","ch06;body;eyes",0,NA
"Azules","Blue eyes","ch06;body;eyes",0,NA
"Verdes","Green eyes","ch06;body;eyes",0,NA
"Marrones","Brown eyes","ch06;body;eyes",1,NA
"La gente","People","ch06;person",0,NA
"El chico/El muchacho","The boy","ch06;person",0,NA
"La chica/La muchacha","The girl","ch06;person",0,NA
"El hombre","The man","ch06;person",0,NA
"La mujer","The woman","ch06;person",0,NA
"La persona","The person","ch06;person",0,NA
"¿Cómo es ella?","What is she like?","ch06",0,NA
"Más adj que","More … than","ch06;compare",0,NA
"Menos adj que","Less … than","ch06;compare",0,NA
"Mayor que","Older then","ch06;compare",0,NA
"Menor que","Younger than","ch06;compare",0,NA
"Sesenta","Sixty","ch06;numbers",0,NA
"Setenta","Seventy","ch06;numbers",0,NA
"Ochenta","Eighty","ch06;numbers",0,NA
"Noventa","Ninety","ch06;numbers",0,NA
"Cien","Hundred","ch06;numbers",0,NA
"El gato","The cat","ch06;animal",0,NA
"El perro","The dog","ch06;animal",0,NA
"De","Of (possession)","ch06",1,NA
"Alguien","Someone","ch06",0,NA
"Nadie","No one","ch06",0,NA
"Solo","Only","ch06",0,NA
"Tod@s","Every/all/everyone","ch06",0,NA
"La blusa","The blouse","ch06",0,NA
"La bolsa","The bag","ch06",0,NA
"El calcetín","The sock","ch06",0,NA
"Los calcetines","The socks","ch06",0,NA
"La camisa","The shirt","ch06",0,NA
"La camiseta","The T-shirt","ch06",0,NA
"La chaquete/La chamarra","The jacket","ch06",0,NA
"La falda","The skirt","ch06",0,NA
"Los jeans","The jeans","ch06",0,NA
"Los pantalones (cortos)","The (short) pants","ch06",0,NA
"La ropa","Clothes","ch06",0,NA
"La sudadera","The sweatshirt","ch06",0,NA
"El suéter","The sweather","ch06",0,NA
"El traje","The suit","ch06",0,NA
"Los (zapatos de) tenis","The tennis shoes","ch06",0,NA
"El vestido","The dress","ch06",0,NA
"Los zapatos","The shoes","ch06",0,NA
"El color","The color","ch06",0,NA
"¿De qué color?","What color?","ch06",0,NA
"Amarill@","Yellow","ch06",0,NA
"Anaranjad@","Orange","ch06",0,NA
"Azul(es)","Blue","ch06",0,NA
"Blanc@","White","ch06",0,NA
"Gris(es)","Gray","ch06",0,NA
"Marrón(es)","Brown","ch06",0,NA
"Morad@","Purple","ch06",0,NA
"Negr@","Black","ch06",0,NA
"Roj@","Red","ch06",0,NA
"Rosad@","Pink","ch06",0,NA
"Verde","Green","ch06",0,NA
"Nuev@","New","ch06",0,NA
"El traje es gris","The suit is gray","ch06",0,NA
"Ese/esa/eso","That","ch06",0,NA
"Esos/esas","Those","ch06",0,NA
"Este/esta/esto","This","ch06",0,NA
"Estos/estas","These","ch06",0,NA
"Otro@","Other/another","ch06",0,NA
"El almacén","The warehouse","ch06",0,NA
"La tienda de descuentos","The discount store","ch06",0,NA
"La tienda de ropa","The clothing store","ch06",0,NA
"La zapatería","The shoe store","ch06",0,NA
"De compras","Out shopping","ch06",0,NA
"Buscar","To look for","ch06",0,NA
"Comprar","The buy","ch06",0,NA
"Contar(o > ue)","The count","ch06",0,NA
"Constar(o > ue)","To cost","ch06",0,NA
"Desear","To want/to desire","ch06",0,NA
"Encontrar (o > ue)","The find","ch06",0,NA
"Gratis/gratuit@","Free (no cost)","ch06",0,NA
"Llevar","To wear","ch06",0,NA
"Pagar","To pay","ch06",0,NA
"Para mí","For me","ch06",0,NA
"Para ti","For you","ch06",0,NA
"Para él/ella","For him/her","ch06",0,NA
"Por","For (in exchange for)","ch06",0,NA
"Venir","To come","ch06",0,NA
"Yo vengo","I come","ch06",0,NA
"Los precios","The prices","ch06",0,NA
"La ganga","The bargain","ch06",0,NA
"!Qué ganga!","What a bargain!","ch06",0,NA
"Barat@","Cheap/inexpensive","ch06",0,NA
"Car@","Expensive","ch06",0,NA
"El dependiente/la dependienta","The store clerk","ch06",0,NA
"El/la joven Los jóvenes","Youngster(s)","ch06",0,NA
"Perdone","Excuse me","ch06",0,NA
"Disculpe","Excuse me","ch06",0,NA
"Por aquí","This way","ch06",0,NA
"Por allí","That way","ch06",0,NA
"!Vaya! !Anda!","Wow!","ch06",0,NA
"A ver …","Let's see …","ch06",0,NA
"Hasta","Until","ch06",0,NA
"La mitad","The half","ch06",0,NA
"Un tercio","One third","ch06",0,NA
"Dos tercio","Two thirds","ch06",0,NA
"Un cuarto","A quarter","ch06",0,NA
"Tres cuartos","Three quarters","ch06",0,NA
"Una quinta parte","One fifth (1/5)","ch06",0,NA
"Dos quintas partes","Two fifths (2/5)","ch06",0,NA
"Mejor que","Better than","ch06",0,NA
"Peor que","Worse than","ch06",0,NA
"Tan adj como","As … as","ch06",0,NA
"Tanto sust. Como","As much … as","ch06",0,NA
"¿Qué te parece?","What do you think?","ch06",0,NA
"Me parece bien","It seems good to me","ch06",0,NA
"Igual","Same/equal","ch06",0,NA
"Yo conozco cómo escribir","I know how to write","ch04;sentences",3,NA
"Yo sé cómo montar en bicicleta","I know how to ride a bicycle","ch04;sentences",3,NA
"Me gusta cuando mi amigo Toco la guitarra","I like it when my friend plays the guitar","ch04;sentences",0,NA
"No puedo estudiar espagñol esta noche porque necesito pintar la casa","I cannot study Spanish tonight because I need to paint the house","ch04;sentences",0,NA
"De vez en cuando me gusta comer los huevos","From time to time I like to eat eggs","ch05;food;sentences",0,NA
"El abre la puerta a su madre","To open","ch04;sentences",1,NA
"Yo voy a comer este melón","I am going to eat this melon","ch05;food;sentences",0,NA
"La comida está en el refrigerador","The food","ch05;food;sentences",0,NA
"Ella quiere etos gatos","She wants","ch04;toWant;sentences",0,NA
"Este chile es más caliente que ese chile","This chili is hotter than that chili","ch05;sentences",0,NA
"Nosotros vamos rentar esa casa","We are going to rent that house","ch04;sentences",0,NA
"Estos libros son muy interesante","These books are very interesting","ch04;sentences",1,NA
"Estoy harto, estudiar espagñol es muy difícil","I (m) am fed up","ch04;sentences",1,NA
"Después de estudiar espagñol estoy cansado","After studying Spanish I am tired","ch04;sentences",0,NA
"Me gusta viajar, pero este año no puedo viajar mucho","I like to travel, but this year I cannot travel much","ch04;sentences",0,NA
"No puedo comer sin cosinar","We can't eat without cooking","ch04;sentences",0,NA
"A ella, le gusta el jitomato","She likes the tomatoes","ch05;sentences",0,NA
"Si quere, puede rentar nuestra casa","I you want, you can rent our house","ch03;Possesion;sentences",0,NA
"Me gusta comer, pero no quero comer los vegetales","I like to eat, but I don't want to eat the vegetables","ch05;food;sentences",0,NA
"Estoy nervioso porque tenemos que ir a la clase espagñol en el sabado","I am nervous, because we have to go to Spanish class on Saterday","ch04;sentences;longSentences",1,NA
"estar de vacaciones","to be on holiday","ch08",0,NA
"ir de vacaciones","to go on holiday","ch08",0,NA
"la catarat / la cascada","waterfall","ch08",0,NA
"la catedral","cathedral","ch08",0,NA
"la ciudad","the city","ch08",0,NA
"el lago","the lake","ch08",0,NA
"los lugares de interés","Places of interest","ch08",0,NA
"el mar","ocean/sea","ch08",0,NA
"la montaña","the mountain","ch08",0,NA
"el museo","the museum","ch08",0,NA
"el país","the country","ch08",0,NA
"la pirámide","the pyramid","ch08",0,NA
"las ruinas","the ruins","ch08",0,NA
"el río","the river","ch08",0,NA
"la selva tropical","the rain forest","ch08",0,NA
"buccear","to scuba dive","ch08",0,NA
"bajar","to go down","ch08",0,NA
"los recuerdos","the souvinirs","ch08",0,NA
"descansar","to rest","ch08",0,NA
"esquiar","to ski","ch08",0,NA
"explorar","to explore","ch08",0,NA
"llevar","to carry / to wear","ch08",0,NA
"pasear (en bote) ","to go around (by boat)","ch08",0,NA
"sacar fotos","to take photos","ch08",0,NA
"la foto(grafia)","the phote(graph)","ch08",0,NA
"subir","to go up","ch08",0,NA
"tomar el sol","to sunbathe","ch08",0,NA
"visitar","to visit","ch08",0,NA
"el centro","the center","ch08",0,NA
"pensar (e >> ie) + inf.","to plan to ?","ch08",0,NA
"regresar","to return / to go back","ch08",0,NA
"entrar (en)","to enter (into)","ch08",0,NA
"salir (de)","to leave (from)","ch08",0,NA
"yo salgo","I leave","ch08",0,NA
"querer (e >> ie) + inf. ","to want to ?","ch08",0,NA
"poder (o >> ue) + inf.","to be able to ?","ch08",1,"0"
"ir + a + inf.","to be going to ?","ch08",0,NA
"necesitar","to need","ch08",0,NA
"traer","to bring","ch08",0,NA
"yo triago","I bring","ch08",0,NA
"repetir (e >> I)","to repeat","ch08",0,NA
"el abrigo","the coat","ch08",0,NA
"las gafas de sol","sunglasses","ch08",0,NA
