SP,EN,Tag,Count
Por,For (in exchange for),,
Venir,To come,,
Yo vengo,I come,,
Los precios,The prices,,
La ganga,The bargain,,
!Qué ganga!,What a bargain!,,
Barat@,Cheap/inexpensive,,
Car@,Expensive,,
El dependiente/la dependienta,The store clerk,,
El/la joven Los jóvenes,Youngster(s),,
Perdone,Excuse me,,
Disculpe,Excuse me,,
Por aquí,This way,,
Por allí,That way,,
!Vaya! !Anda!,Wow!,,
A ver …,Let's see …,,
Hasta,Until,,
La mitad,The half,,
Un tercio,One third,,
Dos tercio,Two thirds,,
Un cuarto,A quarter,,
Tres cuartos,Three quarters,,
Una quinta parte,One fifth (1/5),,
Dos quintas partes,Two fifths (2/5),,
Mejor que,Better than,,
Peor que,Worse than,,
Tan adj como,As … as,,
Tanto sust. Como,As much … as,,
¿Qué te parece?,What do you think?,,
Me parece bien,It seems good to me,,
Igual,Same/equal,,
